  i  Z(km)      P(bar)      T(K)  
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 5.9769E-08 2.1042E-06 3.2925E-06
 81 1.3364E-07 2.0995E-06 3.0987E-06
 82 2.5432E-04 2.5632E-04 3.1181E-06
 83 2.9148E-04 2.9417E-04 5.2769E-06
 84 3.3382E-04 3.3873E-04 1.0321E-05
 85 3.8208E-04 3.9150E-04 1.9485E-05
 86 4.3673E-04 4.5421E-04 3.5542E-05
 87 4.9747E-04 5.2882E-04 6.2658E-05
 88 5.6318E-04 6.1753E-04 1.0675E-04
 89 6.3163E-04 7.2267E-04 1.7570E-04
 90 6.9931E-04 8.4654E-04 2.7917E-04
 91 7.6145E-04 9.9123E-04 4.2793E-04
 92 8.1254E-04 1.1584E-03 6.3264E-04
 93 8.4708E-04 1.3492E-03 9.0235E-04
 94 8.6064E-04 1.5642E-03 1.2431E-03
 95 8.5101E-04 1.8040E-03 1.6574E-03
 96 8.0933E-04 2.0683E-03 2.1717E-03
 97 6.8776E-04 2.3231E-03 2.7992E-03
 98 4.6970E-04 2.5161E-03 3.4485E-03
 99 1.5353E-04 2.6165E-03 4.1260E-03
100 0.0000E+00 2.6405E-03 4.4721E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3853E+06 1.0000E+00 2.1966E+02
  2 4.3090E+06 1.2655E+00 2.1695E+02
  3 4.2348E+06 1.5986E+00 2.1144E+02
  4 4.1628E+06 2.0159E+00 2.0697E+02
  5 4.0929E+06 2.5375E+00 2.0316E+02
  6 4.0249E+06 3.1884E+00 1.9816E+02
  7 3.9591E+06 3.9991E+00 1.9433E+02
  8 3.8947E+06 5.0071E+00 1.9216E+02
  9 3.8315E+06 6.2580E+00 1.9065E+02
 10 3.7692E+06 7.8076E+00 1.8984E+02
 11 3.7075E+06 9.7234E+00 1.8966E+02
 12 3.6464E+06 1.2088E+01 1.9001E+02
 13 3.5855E+06 1.5001E+01 1.9077E+02
 14 3.5249E+06 1.8582E+01 1.9181E+02
 15 3.4645E+06 2.2978E+01 1.9302E+02
 16 3.4042E+06 2.8363E+01 1.9427E+02
 17 3.3441E+06 3.4948E+01 1.9547E+02
 18 3.2841E+06 4.2985E+01 1.9656E+02
 19 3.2244E+06 5.2776E+01 1.9746E+02
 20 3.1649E+06 6.4683E+01 1.9817E+02
 21 3.1058E+06 7.9135E+01 1.9869E+02
 22 3.0471E+06 9.6643E+01 1.9903E+02
 23 2.9889E+06 1.1782E+02 1.9924E+02
 24 2.9311E+06 1.4337E+02 1.9934E+02
 25 2.8739E+06 1.7416E+02 1.9939E+02
 26 2.8172E+06 2.1118E+02 1.9940E+02
 27 2.7610E+06 2.5562E+02 1.9939E+02
 28 2.7054E+06 3.0887E+02 1.9937E+02
 29 2.6503E+06 3.7253E+02 1.9935E+02
 30 2.5957E+06 4.4853E+02 1.9933E+02
 31 2.5417E+06 5.3906E+02 1.9931E+02
 32 2.4882E+06 6.4672E+02 1.9931E+02
 33 2.4353E+06 7.7450E+02 1.9931E+02
 34 2.3829E+06 9.2587E+02 1.9932E+02
 35 2.3310E+06 1.1049E+03 1.9934E+02
 36 2.2796E+06 1.3161E+03 1.9937E+02
 37 2.2288E+06 1.5650E+03 1.9941E+02
 38 2.1785E+06 1.8576E+03 1.9945E+02
 39 2.1287E+06 2.2010E+03 1.9948E+02
 40 2.0795E+06 2.6032E+03 1.9952E+02
 41 2.0307E+06 3.0735E+03 1.9955E+02
 42 1.9825E+06 3.6223E+03 1.9958E+02
 43 1.9348E+06 4.2615E+03 1.9960E+02
 44 1.8877E+06 5.0046E+03 1.9961E+02
 45 1.8411E+06 5.8668E+03 1.9962E+02
 46 1.7950E+06 6.8653E+03 1.9962E+02
 47 1.7494E+06 8.0194E+03 1.9961E+02
 48 1.7044E+06 9.3510E+03 1.9960E+02
 49 1.6599E+06 1.0884E+04 1.9959E+02
 50 1.6159E+06 1.2646E+04 1.9958E+02
 51 1.5725E+06 1.4668E+04 1.9958E+02
 52 1.5296E+06 1.6982E+04 1.9958E+02
 53 1.4872E+06 1.9626E+04 1.9958E+02
 54 1.4454E+06 2.2642E+04 1.9959E+02
 55 1.4041E+06 2.6074E+04 1.9961E+02
 56 1.3633E+06 2.9974E+04 1.9962E+02
 57 1.3230E+06 3.4396E+04 1.9963E+02
 58 1.2833E+06 3.9399E+04 1.9964E+02
 59 1.2441E+06 4.5051E+04 1.9965E+02
 60 1.2054E+06 5.1421E+04 1.9966E+02
 61 1.1672E+06 5.8588E+04 1.9967E+02
 62 1.1296E+06 6.6635E+04 1.9968E+02
 63 1.0925E+06 7.5653E+04 1.9969E+02
 64 1.0559E+06 8.5738E+04 1.9971E+02
 65 1.0199E+06 9.6996E+04 1.9973E+02
 66 9.8435E+05 1.0954E+05 1.9976E+02
 67 9.4934E+05 1.2348E+05 1.9978E+02
 68 9.1486E+05 1.3895E+05 1.9980E+02
 69 8.8091E+05 1.5607E+05 1.9981E+02
 70 8.4747E+05 1.7500E+05 1.9982E+02
 71 8.1457E+05 1.9588E+05 1.9984E+02
 72 7.8218E+05 2.1885E+05 1.9985E+02
 73 7.5033E+05 2.4409E+05 1.9986E+02
 74 7.1900E+05 2.7175E+05 1.9987E+02
 75 6.8819E+05 3.0201E+05 1.9988E+02
 76 6.5791E+05 3.3504E+05 1.9990E+02
 77 6.2815E+05 3.7102E+05 1.9992E+02
 78 5.9891E+05 4.1014E+05 1.9995E+02
 79 5.7020E+05 4.5257E+05 2.0000E+02
 80 5.4200E+05 4.9851E+05 2.0010E+02
 81 5.1430E+05 5.4813E+05 2.0034E+02
 82 4.8708E+05 6.0163E+05 2.0085E+02
 83 4.6030E+05 6.5916E+05 2.0165E+02
 84 4.3372E+05 7.2092E+05 2.0581E+02
 85 4.0707E+05 7.8707E+05 2.1119E+02
 86 3.8030E+05 8.5775E+05 2.1657E+02
 87 3.5343E+05 9.3312E+05 2.2193E+02
 88 3.2649E+05 1.0133E+06 2.2727E+02
 89 2.9952E+05 1.0984E+06 2.3255E+02
 90 2.7255E+05 1.1886E+06 2.3775E+02
 91 2.4562E+05 1.2838E+06 2.4283E+02
 92 2.1878E+05 1.3843E+06 2.4775E+02
 93 1.9206E+05 1.4899E+06 2.5248E+02
 94 1.6551E+05 1.6008E+06 2.5699E+02
 95 1.3919E+05 1.7168E+06 2.6126E+02
 96 1.1313E+05 1.8380E+06 2.6527E+02
 97 8.7372E+04 1.9643E+06 2.6918E+02
 98 6.1952E+04 2.0954E+06 2.7299E+02
 99 3.6900E+04 2.2314E+06 2.7658E+02
100 1.2253E+04 2.3720E+06 2.8000E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 4.7506E-08 2.1050E-06 3.2925E-06
 81 1.1715E-07 2.1005E-06 3.1130E-06
 82 2.5305E-04 2.5505E-04 3.0908E-06
 83 2.9004E-04 2.9271E-04 5.2326E-06
 84 3.3218E-04 3.3704E-04 1.0238E-05
 85 3.8021E-04 3.8955E-04 1.9338E-05
 86 4.3460E-04 4.5196E-04 3.5285E-05
 87 4.9507E-04 5.2621E-04 6.2226E-05
 88 5.6051E-04 6.1449E-04 1.0605E-04
 89 6.2869E-04 7.1914E-04 1.7460E-04
 90 6.9611E-04 8.4243E-04 2.7749E-04
 91 7.5806E-04 9.8647E-04 4.2545E-04
 92 8.0903E-04 1.1529E-03 6.2911E-04
 93 8.4355E-04 1.3429E-03 8.9748E-04
 94 8.5722E-04 1.5570E-03 1.2367E-03
 95 8.4785E-04 1.7959E-03 1.6490E-03
 96 8.0664E-04 2.0593E-03 2.1610E-03
 97 6.8597E-04 2.3133E-03 2.7858E-03
 98 4.6790E-04 2.5057E-03 3.4352E-03
 99 1.5277E-04 2.6058E-03 4.1091E-03
100 0.0000E+00 2.6296E-03 4.4556E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3834E+06 1.0000E+00 2.2057E+02
  2 4.3065E+06 1.2655E+00 2.1975E+02
  3 4.2319E+06 1.5986E+00 2.1105E+02
  4 4.1602E+06 2.0159E+00 2.0546E+02
  5 4.0906E+06 2.5375E+00 2.0279E+02
  6 4.0227E+06 3.1884E+00 1.9855E+02
  7 3.9567E+06 3.9991E+00 1.9449E+02
  8 3.8924E+06 5.0071E+00 1.9175E+02
  9 3.8293E+06 6.2580E+00 1.9021E+02
 10 3.7672E+06 7.8076E+00 1.8934E+02
 11 3.7057E+06 9.7234E+00 1.8912E+02
 12 3.6447E+06 1.2088E+01 1.8945E+02
 13 3.5841E+06 1.5001E+01 1.9022E+02
 14 3.5236E+06 1.8582E+01 1.9130E+02
 15 3.4634E+06 2.2978E+01 1.9254E+02
 16 3.4032E+06 2.8363E+01 1.9385E+02
 17 3.3432E+06 3.4948E+01 1.9511E+02
 18 3.2833E+06 4.2985E+01 1.9625E+02
 19 3.2236E+06 5.2776E+01 1.9722E+02
 20 3.1643E+06 6.4683E+01 1.9799E+02
 21 3.1052E+06 7.9135E+01 1.9855E+02
 22 3.0465E+06 9.6643E+01 1.9893E+02
 23 2.9883E+06 1.1782E+02 1.9916E+02
 24 2.9306E+06 1.4337E+02 1.9928E+02
 25 2.8734E+06 1.7416E+02 1.9933E+02
 26 2.8167E+06 2.1118E+02 1.9934E+02
 27 2.7605E+06 2.5562E+02 1.9933E+02
 28 2.7049E+06 3.0887E+02 1.9931E+02
 29 2.6498E+06 3.7253E+02 1.9929E+02
 30 2.5953E+06 4.4853E+02 1.9927E+02
 31 2.5413E+06 5.3906E+02 1.9926E+02
 32 2.4878E+06 6.4672E+02 1.9925E+02
 33 2.4349E+06 7.7450E+02 1.9925E+02
 34 2.3825E+06 9.2587E+02 1.9926E+02
 35 2.3307E+06 1.1049E+03 1.9928E+02
 36 2.2793E+06 1.3161E+03 1.9932E+02
 37 2.2285E+06 1.5650E+03 1.9936E+02
 38 2.1782E+06 1.8576E+03 1.9940E+02
 39 2.1284E+06 2.2010E+03 1.9944E+02
 40 2.0792E+06 2.6032E+03 1.9948E+02
 41 2.0305E+06 3.0735E+03 1.9951E+02
 42 1.9823E+06 3.6223E+03 1.9954E+02
 43 1.9346E+06 4.2615E+03 1.9957E+02
 44 1.8874E+06 5.0046E+03 1.9958E+02
 45 1.8408E+06 5.8668E+03 1.9959E+02
 46 1.7947E+06 6.8653E+03 1.9958E+02
 47 1.7492E+06 8.0194E+03 1.9958E+02
 48 1.7042E+06 9.3510E+03 1.9956E+02
 49 1.6597E+06 1.0884E+04 1.9955E+02
 50 1.6157E+06 1.2646E+04 1.9954E+02
 51 1.5723E+06 1.4668E+04 1.9954E+02
 52 1.5294E+06 1.6982E+04 1.9954E+02
 53 1.4870E+06 1.9626E+04 1.9955E+02
 54 1.4452E+06 2.2642E+04 1.9956E+02
 55 1.4039E+06 2.6074E+04 1.9957E+02
 56 1.3631E+06 2.9974E+04 1.9959E+02
 57 1.3229E+06 3.4396E+04 1.9960E+02
 58 1.2831E+06 3.9399E+04 1.9961E+02
 59 1.2439E+06 4.5051E+04 1.9962E+02
 60 1.2053E+06 5.1421E+04 1.9963E+02
 61 1.1671E+06 5.8588E+04 1.9964E+02
 62 1.1295E+06 6.6635E+04 1.9965E+02
 63 1.0924E+06 7.5653E+04 1.9967E+02
 64 1.0558E+06 8.5738E+04 1.9969E+02
 65 1.0198E+06 9.6996E+04 1.9971E+02
 66 9.8424E+05 1.0954E+05 1.9973E+02
 67 9.4924E+05 1.2348E+05 1.9976E+02
 68 9.1476E+05 1.3895E+05 1.9978E+02
 69 8.8081E+05 1.5607E+05 1.9979E+02
 70 8.4738E+05 1.7500E+05 1.9981E+02
 71 8.1448E+05 1.9588E+05 1.9982E+02
 72 7.8210E+05 2.1885E+05 1.9984E+02
 73 7.5024E+05 2.4409E+05 1.9985E+02
 74 7.1891E+05 2.7175E+05 1.9986E+02
 75 6.8811E+05 3.0201E+05 1.9987E+02
 76 6.5783E+05 3.3504E+05 1.9989E+02
 77 6.2807E+05 3.7102E+05 1.9991E+02
 78 5.9883E+05 4.1014E+05 1.9994E+02
 79 5.7012E+05 4.5257E+05 2.0001E+02
 80 5.4192E+05 4.9851E+05 2.0013E+02
 81 5.1421E+05 5.4813E+05 2.0039E+02
 82 4.8699E+05 6.0163E+05 2.0088E+02
 83 4.6021E+05 6.5916E+05 2.0160E+02
 84 4.3364E+05 7.2092E+05 2.0577E+02
 85 4.0699E+05 7.8707E+05 2.1114E+02
 86 3.8022E+05 8.5775E+05 2.1652E+02
 87 3.5336E+05 9.3312E+05 2.2188E+02
 88 3.2643E+05 1.0133E+06 2.2722E+02
 89 2.9946E+05 1.0984E+06 2.3250E+02
 90 2.7250E+05 1.1886E+06 2.3770E+02
 91 2.4558E+05 1.2838E+06 2.4278E+02
 92 2.1874E+05 1.3843E+06 2.4770E+02
 93 1.9202E+05 1.4899E+06 2.5243E+02
 94 1.6548E+05 1.6008E+06 2.5694E+02
 95 1.3916E+05 1.7168E+06 2.6121E+02
 96 1.1311E+05 1.8380E+06 2.6522E+02
 97 8.7356E+04 1.9643E+06 2.6914E+02
 98 6.1940E+04 2.0954E+06 2.7294E+02
 99 3.6893E+04 2.2314E+06 2.7653E+02
100 1.2251E+04 2.3720E+06 2.7995E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.1080E-06 3.2925E-06
  2 0.0000E+00 2.1080E-06 3.2925E-06
  3 0.0000E+00 2.1080E-06 3.2925E-06
  4 0.0000E+00 2.1080E-06 3.2925E-06
  5 0.0000E+00 2.1080E-06 3.2925E-06
  6 0.0000E+00 2.1080E-06 3.2925E-06
  7 0.0000E+00 2.1080E-06 3.2925E-06
  8 0.0000E+00 2.1080E-06 3.2925E-06
  9 0.0000E+00 2.1080E-06 3.2925E-06
 10 0.0000E+00 2.1080E-06 3.2925E-06
 11 0.0000E+00 2.1080E-06 3.2925E-06
 12 0.0000E+00 2.1080E-06 3.2925E-06
 13 0.0000E+00 2.1080E-06 3.2925E-06
 14 0.0000E+00 2.1080E-06 3.2925E-06
 15 0.0000E+00 2.1080E-06 3.2925E-06
 16 0.0000E+00 2.1080E-06 3.2925E-06
 17 0.0000E+00 2.1080E-06 3.2925E-06
 18 0.0000E+00 2.1080E-06 3.2925E-06
 19 0.0000E+00 2.1080E-06 3.2925E-06
 20 0.0000E+00 2.1080E-06 3.2925E-06
 21 0.0000E+00 2.1080E-06 3.2925E-06
 22 0.0000E+00 2.1080E-06 3.2925E-06
 23 0.0000E+00 2.1080E-06 3.2925E-06
 24 0.0000E+00 2.1080E-06 3.2925E-06
 25 0.0000E+00 2.1080E-06 3.2925E-06
 26 0.0000E+00 2.1080E-06 3.2925E-06
 27 0.0000E+00 2.1080E-06 3.2925E-06
 28 0.0000E+00 2.1080E-06 3.2925E-06
 29 0.0000E+00 2.1080E-06 3.2925E-06
 30 0.0000E+00 2.1080E-06 3.2925E-06
 31 0.0000E+00 2.1080E-06 3.2925E-06
 32 0.0000E+00 2.1080E-06 3.2925E-06
 33 0.0000E+00 2.1080E-06 3.2925E-06
 34 0.0000E+00 2.1080E-06 3.2925E-06
 35 0.0000E+00 2.1080E-06 3.2925E-06
 36 0.0000E+00 2.1080E-06 3.2925E-06
 37 0.0000E+00 2.1080E-06 3.2925E-06
 38 0.0000E+00 2.1080E-06 3.2925E-06
 39 0.0000E+00 2.1080E-06 3.2925E-06
 40 0.0000E+00 2.1080E-06 3.2925E-06
 41 0.0000E+00 2.1080E-06 3.2925E-06
 42 0.0000E+00 2.1080E-06 3.2925E-06
 43 0.0000E+00 2.1080E-06 3.2925E-06
 44 0.0000E+00 2.1080E-06 3.2925E-06
 45 0.0000E+00 2.1080E-06 3.2925E-06
 46 0.0000E+00 2.1080E-06 3.2925E-06
 47 0.0000E+00 2.1080E-06 3.2925E-06
 48 0.0000E+00 2.1080E-06 3.2925E-06
 49 0.0000E+00 2.1080E-06 3.2925E-06
 50 0.0000E+00 2.1080E-06 3.2925E-06
 51 0.0000E+00 2.1080E-06 3.2925E-06
 52 0.0000E+00 2.1080E-06 3.2925E-06
 53 0.0000E+00 2.1080E-06 3.2925E-06
 54 0.0000E+00 2.1080E-06 3.2925E-06
 55 0.0000E+00 2.1080E-06 3.2925E-06
 56 0.0000E+00 2.1080E-06 3.2925E-06
 57 0.0000E+00 2.1080E-06 3.2925E-06
 58 0.0000E+00 2.1080E-06 3.2925E-06
 59 0.0000E+00 2.1080E-06 3.2925E-06
 60 0.0000E+00 2.1080E-06 3.2925E-06
 61 0.0000E+00 2.1080E-06 3.2925E-06
 62 0.0000E+00 2.1080E-06 3.2925E-06
 63 0.0000E+00 2.1080E-06 3.2925E-06
 64 0.0000E+00 2.1080E-06 3.2925E-06
 65 0.0000E+00 2.1080E-06 3.2925E-06
 66 0.0000E+00 2.1080E-06 3.2925E-06
 67 0.0000E+00 2.1080E-06 3.2925E-06
 68 0.0000E+00 2.1080E-06 3.2925E-06
 69 0.0000E+00 2.1080E-06 3.2925E-06
 70 0.0000E+00 2.1080E-06 3.2925E-06
 71 0.0000E+00 2.1080E-06 3.2925E-06
 72 0.0000E+00 2.1080E-06 3.2925E-06
 73 0.0000E+00 2.1080E-06 3.2925E-06
 74 0.0000E+00 2.1080E-06 3.2925E-06
 75 0.0000E+00 2.1080E-06 3.2925E-06
 76 0.0000E+00 2.1080E-06 3.2925E-06
 77 0.0000E+00 2.1080E-06 3.2925E-06
 78 0.0000E+00 2.1080E-06 3.2925E-06
 79 0.0000E+00 2.1080E-06 3.2925E-06
 80 3.5684E-08 2.1057E-06 3.2925E-06
 81 1.0465E-07 2.1013E-06 3.1203E-06
 82 2.5199E-04 2.5398E-04 3.0682E-06
 83 2.8884E-04 2.9149E-04 5.1959E-06
 84 3.3081E-04 3.3564E-04 1.0170E-05
 85 3.7865E-04 3.8794E-04 1.9215E-05
 86 4.3284E-04 4.5008E-04 3.5073E-05
 87 4.9308E-04 5.2403E-04 6.1869E-05
 88 5.5828E-04 6.1197E-04 1.0547E-04
 89 6.2624E-04 7.1620E-04 1.7368E-04
 90 6.9345E-04 8.3902E-04 2.7609E-04
 91 7.5523E-04 9.8252E-04 4.2339E-04
 92 8.0610E-04 1.1483E-03 6.2618E-04
 93 8.4061E-04 1.3376E-03 8.9345E-04
 94 8.5438E-04 1.5510E-03 1.2313E-03
 95 8.4522E-04 1.7892E-03 1.6421E-03
 96 8.0439E-04 2.0519E-03 2.1522E-03
 97 6.8446E-04 2.3052E-03 2.7747E-03
 98 4.6639E-04 2.4972E-03 3.4242E-03
 99 1.5211E-04 2.5968E-03 4.0949E-03
100 0.0000E+00 2.6206E-03 4.4419E-03
 
  i  Z(km)      P(bar)      T(K)  
  1 4.3828E+06 1.0000E+00 2.2060E+02
  2 4.3059E+06 1.2655E+00 2.1940E+02
  3 4.2310E+06 1.5986E+00 2.1262E+02
  4 4.1591E+06 2.0159E+00 2.0586E+02
  5 4.0895E+06 2.5375E+00 2.0217E+02
  6 4.0217E+06 3.1884E+00 1.9859E+02
  7 3.9557E+06 3.9991E+00 1.9464E+02
  8 3.8913E+06 5.0071E+00 1.9174E+02
  9 3.8283E+06 6.2580E+00 1.9005E+02
 10 3.7662E+06 7.8076E+00 1.8917E+02
 11 3.7048E+06 9.7234E+00 1.8893E+02
 12 3.6438E+06 1.2088E+01 1.8924E+02
 13 3.5833E+06 1.5001E+01 1.9000E+02
 14 3.5229E+06 1.8582E+01 1.9107E+02
 15 3.4627E+06 2.2978E+01 1.9232E+02
 16 3.4026E+06 2.8363E+01 1.9364E+02
 17 3.3427E+06 3.4948E+01 1.9492E+02
 18 3.2828E+06 4.2985E+01 1.9608E+02
 19 3.2232E+06 5.2776E+01 1.9708E+02
 20 3.1639E+06 6.4683E+01 1.9787E+02
 21 3.1049E+06 7.9135E+01 1.9845E+02
 22 3.0462E+06 9.6643E+01 1.9885E+02
 23 2.9880E+06 1.1782E+02 1.9910E+02
 24 2.9303E+06 1.4337E+02 1.9924E+02
 25 2.8731E+06 1.7416E+02 1.9930E+02
 26 2.8164E+06 2.1118E+02 1.9931E+02
 27 2.7603E+06 2.5562E+02 1.9931E+02
 28 2.7047E+06 3.0887E+02 1.9929E+02
 29 2.6496E+06 3.7253E+02 1.9926E+02
 30 2.5951E+06 4.4853E+02 1.9924E+02
 31 2.5411E+06 5.3906E+02 1.9923E+02
 32 2.4876E+06 6.4672E+02 1.9922E+02
 33 2.4347E+06 7.7450E+02 1.9922E+02
 34 2.3823E+06 9.2587E+02 1.9923E+02
 35 2.3305E+06 1.1049E+03 1.9926E+02
 36 2.2791E+06 1.3161E+03 1.9929E+02
 37 2.2283E+06 1.5650E+03 1.9933E+02
 38 2.1780E+06 1.8576E+03 1.9937E+02
 39 2.1283E+06 2.2010E+03 1.9942E+02
 40 2.0790E+06 2.6032E+03 1.9946E+02
 41 2.0303E+06 3.0735E+03 1.9949E+02
 42 1.9821E+06 3.6223E+03 1.9952E+02
 43 1.9344E+06 4.2615E+03 1.9955E+02
 44 1.8873E+06 5.0046E+03 1.9956E+02
 45 1.8407E+06 5.8668E+03 1.9957E+02
 46 1.7946E+06 6.8653E+03 1.9957E+02
 47 1.7491E+06 8.0194E+03 1.9956E+02
 48 1.7040E+06 9.3510E+03 1.9955E+02
 49 1.6596E+06 1.0884E+04 1.9954E+02
 50 1.6156E+06 1.2646E+04 1.9953E+02
 51 1.5722E+06 1.4668E+04 1.9952E+02
 52 1.5293E+06 1.6982E+04 1.9952E+02
 53 1.4869E+06 1.9626E+04 1.9953E+02
 54 1.4451E+06 2.2642E+04 1.9954E+02
 55 1.4038E+06 2.6074E+04 1.9956E+02
 56 1.3630E+06 2.9974E+04 1.9957E+02
 57 1.3228E+06 3.4396E+04 1.9958E+02
 58 1.2830E+06 3.9399E+04 1.9960E+02
 59 1.2438E+06 4.5051E+04 1.9960E+02
 60 1.2052E+06 5.1421E+04 1.9961E+02
 61 1.1670E+06 5.8588E+04 1.9962E+02
 62 1.1294E+06 6.6635E+04 1.9964E+02
 63 1.0923E+06 7.5653E+04 1.9965E+02
 64 1.0557E+06 8.5738E+04 1.9967E+02
 65 1.0197E+06 9.6996E+04 1.9970E+02
 66 9.8417E+05 1.0954E+05 1.9972E+02
 67 9.4917E+05 1.2348E+05 1.9975E+02
 68 9.1469E+05 1.3895E+05 1.9977E+02
 69 8.8074E+05 1.5607E+05 1.9979E+02
 70 8.4731E+05 1.7500E+05 1.9980E+02
